,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
632,633,20,RL,85.0,11900,Pave,1.0,Lvl,1.0,Inside,1.0,NWAmes,Norm,Norm,1Fam,1Story,0.6666666666666666,0.4444444444444444,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209.0,0.5,0.75,CBlock,0.5,0.5,0.0,0.8,822,0.0,0,564,1386,GasA,0.5,1.0,SBrkr,1411,0,0,1411,0,0,2,0,3,1,0.5,6,Typ,1,0.5,Attchd,1977.0,1.0,2,544,0.5,0.5,Y,192,0,0,0,0,0,0,4,2009,WD,Family,82500
633,634,20,RL,80.0,9250,Pave,1.0,Lvl,1.0,Corner,1.0,NAmes,Norm,Norm,1Fam,1Story,0.4444444444444444,0.6666666666666666,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.5,0.5,CBlock,0.5,0.5,0.0,0.6,480,0.2,468,108,1056,GasA,0.5,1.0,SBrkr,1056,0,0,1056,0,1,1,0,3,1,0.5,6,Typ,0,-1.0,Attchd,1954.0,0.0,1,260,0.5,0.5,Y,390,0,0,0,0,0,0,7,2007,WD,Normal,139400
634,635,90,RL,64.0,6979,Pave,1.0,Lvl,1.0,Inside,1.0,OldTown,Norm,Norm,Duplex,SFoyer,0.5555555555555556,0.4444444444444444,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,0.5,0.5,CBlock,0.5,0.5,0.0,1.0,1056,0.0,0,0,1056,GasA,0.75,1.0,SBrkr,1056,0,0,1056,2,0,0,0,0,2,0.5,4,Typ,0,-1.0,Detchd,1980.0,0.0,2,576,0.5,0.5,Y,264,56,0,0,0,0,600,6,2010,WD,Normal,144000
635,636,190,RH,60.0,10896,Pave,1.0,Bnk,1.0,Inside,1.0,SWISU,Feedr,Norm,2fmCon,2.5Fin,0.5555555555555556,0.6666666666666666,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,0.25,0.5,CBlock,0.5,0.25,0.0,0.2,256,0.0,0,1184,1440,GasA,1.0,1.0,FuseA,1440,1440,515,3395,0,0,2,0,8,2,0.25,14,Typ,0,-1.0,-1,-1.0,-1.0,0,0,-1.0,-1.0,N,0,110,0,0,0,0,0,3,2007,WD,Abnorml,200000
636,637,30,RM,51.0,6120,Pave,1.0,Lvl,1.0,Inside,1.0,BrkSide,Norm,Norm,1Fam,1Story,0.1111111111111111,0.2222222222222222,1936,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,0.25,0.25,BrkTil,0.5,0.25,0.0,0.0,0,0.0,0,264,264,Grav,0.25,0.0,FuseA,800,0,0,800,0,0,1,0,1,1,0.25,4,Maj1,1,0.0,-1,-1.0,-1.0,0,0,-1.0,-1.0,N,0,0,0,0,0,0,0,1,2009,ConLw,Normal,60000
637,638,190,RM,50.0,6000,Pave,1.0,Lvl,1.0,Inside,1.0,OldTown,Norm,Norm,2fmCon,1.5Fin,0.4444444444444444,0.3333333333333333,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.5,0.5,CBlock,0.5,0.5,0.0,0.0,0,0.0,0,811,811,GasA,0.5,1.0,FuseA,811,576,0,1387,0,0,2,0,3,2,0.75,7,Typ,0,-1.0,BuiltIn,1954.0,0.0,1,256,0.5,0.5,Y,0,0,0,0,0,0,0,11,2009,WD,Normal,93000
638,639,30,RL,67.0,8777,Pave,1.0,Lvl,1.0,Inside,1.0,Edwards,Feedr,Norm,1Fam,1Story,0.4444444444444444,0.6666666666666666,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,0.5,0.5,CBlock,0.25,0.5,0.0,0.0,0,0.0,0,796,796,GasA,0.75,1.0,FuseA,796,0,0,796,0,0,1,0,2,1,0.5,4,Typ,0,-1.0,-1,-1.0,-1.0,0,0,-1.0,-1.0,P,328,0,164,0,0,0,0,5,2008,WD,Normal,85000
639,640,120,RL,53.0,3982,Pave,1.0,Lvl,1.0,Inside,1.0,Blmngtn,Norm,Norm,TwnhsE,1Story,0.7777777777777778,0.4444444444444444,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,0.0,0.75,0.5,PConc,0.75,0.75,0.6666666666666666,1.0,1154,0.0,0,366,1520,GasA,1.0,1.0,SBrkr,1567,0,0,1567,1,0,2,0,1,1,1.0,7,Typ,1,0.75,Attchd,2006.0,1.0,3,648,0.5,0.5,Y,312,0,0,0,0,0,0,10,2006,New,Partial,264561
640,641,120,RL,62.0,12677,Pave,0.6666666666666666,Lvl,1.0,Inside,1.0,NridgHt,Norm,Norm,TwnhsE,1Story,0.7777777777777778,0.4444444444444444,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,1.0,0.5,PConc,1.0,0.5,1.0,1.0,1218,0.0,0,300,1518,GasA,1.0,1.0,SBrkr,1518,0,0,1518,0,0,1,1,1,1,1.0,6,Typ,1,0.75,Attchd,2003.0,0.5,2,588,0.5,0.5,Y,185,140,0,0,0,0,0,4,2008,WD,Normal,274000
641,642,60,FV,69.0,7050,Pave,1.0,Lvl,1.0,Inside,1.0,Somerst,Norm,Norm,1Fam,2Story,0.6666666666666666,0.4444444444444444,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.75,0.5,PConc,0.75,0.5,0.0,1.0,738,0.0,0,319,1057,GasA,1.0,1.0,SBrkr,1057,872,0,1929,1,0,2,1,3,1,0.75,7,Typ,1,0.5,Attchd,2001.0,1.0,2,650,0.5,0.5,Y,0,235,0,0,0,0,0,5,2007,WD,Normal,226000
642,643,80,RL,75.0,13860,Pave,1.0,Lvl,1.0,Inside,1.0,NAmes,Norm,Norm,1Fam,SLvl,0.7777777777777778,0.6666666666666666,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,0.0,0.75,0.5,CBlock,0.75,0.5,1.0,1.0,1410,0.0,0,542,1952,GasA,0.75,1.0,SBrkr,2000,704,0,2704,1,0,2,1,4,1,1.0,9,Typ,3,0.5,Attchd,1972.0,1.0,2,538,0.5,0.5,Y,269,111,0,0,0,0,0,7,2009,WD,Normal,345000
643,644,60,RL,80.0,10793,Pave,1.0,Lvl,1.0,Inside,1.0,NWAmes,RRAn,Norm,1Fam,2Story,0.4444444444444444,0.4444444444444444,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,263.0,0.5,0.5,CBlock,0.5,0.5,0.0,0.4,493,0.6,287,0,780,GasA,1.0,1.0,SBrkr,780,840,0,1620,0,0,2,1,4,1,0.5,7,Min1,0,-1.0,Attchd,1969.0,1.0,2,462,0.5,0.5,Y,208,0,0,0,0,0,0,4,2007,WD,Normal,152000
644,645,20,FV,85.0,9187,Pave,1.0,Lvl,1.0,Inside,1.0,Somerst,Norm,Norm,1Fam,1Story,0.8888888888888888,0.4444444444444444,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,1.0,0.5,PConc,1.0,0.5,0.3333333333333333,1.0,1121,0.0,0,645,1766,GasA,1.0,1.0,SBrkr,1766,0,0,1766,1,0,2,1,2,1,1.0,7,Typ,1,0.75,Attchd,2009.0,1.0,3,478,0.5,0.5,Y,195,130,0,0,0,0,0,10,2009,New,Partial,370878
645,646,20,RL,69.0,10530,Pave,0.6666666666666666,Lvl,1.0,Corner,1.0,NAmes,Norm,Norm,1Fam,1Story,0.5555555555555556,0.4444444444444444,1971,1971,Hip,CompShg,Plywood,Plywood,None,0.0,0.5,0.5,CBlock,0.5,0.5,0.0,0.8,282,0.2,35,664,981,GasA,0.5,1.0,SBrkr,981,0,0,981,1,0,1,1,3,1,0.5,5,Typ,0,-1.0,Detchd,1979.0,0.0,2,576,0.5,0.5,Y,0,312,40,0,0,0,0,3,2007,WD,Normal,143250
646,647,20,RL,60.0,7200,Pave,1.0,Lvl,1.0,Inside,1.0,NAmes,Norm,Norm,1Fam,1Story,0.4444444444444444,0.4444444444444444,1950,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,0.5,0.5,CBlock,-1.0,-1.0,-1.0,-1.0,0,-1.0,0,0,0,GasA,0.75,1.0,SBrkr,1048,0,0,1048,0,0,1,0,3,1,0.5,7,Min1,0,-1.0,Detchd,1950.0,0.0,2,420,0.5,0.5,Y,0,27,0,0,0,0,0,7,2008,WD,Normal,98300
647,648,20,RL,85.0,10452,Pave,0.6666666666666666,Lvl,1.0,Inside,1.0,Edwards,Norm,Norm,1Fam,1Story,0.5555555555555556,0.4444444444444444,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,0.5,0.5,CBlock,0.5,0.5,0.3333333333333333,0.4,500,0.0,0,594,1094,GasA,1.0,1.0,SBrkr,1094,0,0,1094,0,0,1,0,3,1,0.5,5,Typ,2,0.75,Attchd,1953.0,0.5,2,495,0.5,0.5,Y,0,0,0,0,287,0,0,6,2008,WD,Normal,155000
648,649,60,RL,70.0,7700,Pave,1.0,Lvl,1.0,Inside,1.0,NAmes,PosN,Norm,1Fam,2Story,0.5555555555555556,0.4444444444444444,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,0.5,0.5,CBlock,0.5,0.5,0.0,0.0,0,0.0,0,756,756,GasA,0.5,1.0,SBrkr,1051,788,0,1839,0,0,1,1,4,1,0.5,7,Typ,1,0.5,Attchd,1966.0,0.0,2,442,0.5,0.5,Y,0,124,216,0,0,0,0,6,2010,WD,Normal,155000
649,650,180,RM,21.0,1936,Pave,1.0,Lvl,1.0,Inside,1.0,MeadowV,Norm,Norm,Twnhs,SFoyer,0.3333333333333333,0.5555555555555556,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,0.5,0.5,CBlock,0.75,0.5,0.6666666666666666,0.6,131,1.0,499,0,630,GasA,0.75,1.0,SBrkr,630,0,0,630,1,0,1,0,1,1,0.5,3,Typ,0,-1.0,-1,-1.0,-1.0,0,0,-1.0,-1.0,Y,0,0,0,0,0,0,0,12,2007,WD,Normal,84500
650,651,60,FV,65.0,8125,Pave,1.0,Lvl,1.0,Inside,1.0,Somerst,Norm,Norm,1Fam,2Story,0.6666666666666666,0.5555555555555556,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,0.75,0.5,PConc,0.75,0.5,0.0,0.0,0,0.0,0,813,813,GasA,1.0,1.0,SBrkr,822,843,0,1665,0,0,2,1,3,1,0.75,7,Typ,0,-1.0,Attchd,2007.0,0.5,2,562,0.5,0.5,Y,0,0,0,0,0,0,0,5,2008,WD,Normal,205950
651,652,70,RL,60.0,9084,Pave,1.0,Lvl,1.0,Inside,1.0,Edwards,Artery,Norm,1Fam,2Story,0.3333333333333333,0.4444444444444444,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.5,0.5,CBlock,0.5,0.5,0.3333333333333333,0.0,0,0.0,0,755,755,GasA,0.5,1.0,SBrkr,755,755,0,1510,1,0,1,0,4,1,0.5,7,Typ,1,0.75,Detchd,1940.0,0.0,1,296,0.25,0.0,P,120,0,0,0,0,0,0,10,2009,WD,Normal,108000
652,653,60,RL,70.0,8750,Pave,1.0,Lvl,1.0,Inside,1.0,CollgCr,Norm,Norm,1Fam,2Story,0.6666666666666666,0.4444444444444444,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.75,0.5,PConc,0.75,0.5,0.0,0.0,0,0.0,0,880,880,GasA,1.0,1.0,SBrkr,909,807,0,1716,0,0,2,1,2,1,0.75,7,Typ,1,0.5,Attchd,1996.0,0.5,2,512,0.5,0.5,Y,0,120,0,0,0,0,0,7,2009,WD,Normal,191000
653,654,50,RM,60.0,10320,Pave,1.0,Lvl,1.0,Inside,1.0,IDOTRR,Norm,Norm,1Fam,1.5Fin,0.5555555555555556,0.6666666666666666,1906,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.5,0.5,CBlock,0.5,0.5,0.0,0.0,0,0.0,0,756,756,GasA,1.0,1.0,SBrkr,756,713,0,1469,0,0,1,0,3,1,0.5,7,Typ,0,-1.0,Detchd,1906.0,0.0,1,216,0.5,0.5,Y,57,0,239,0,0,0,0,6,2008,WD,Normal,135000
654,655,20,RL,91.0,10437,Pave,0.6666666666666666,Lvl,1.0,Inside,1.0,NoRidge,Norm,Norm,1Fam,1Story,0.7777777777777778,0.5555555555555556,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,0.75,0.75,PConc,0.75,0.5,1.0,1.0,1696,0.0,0,413,2109,GasA,1.0,1.0,SBrkr,2113,0,0,2113,1,0,2,1,2,1,0.75,7,Typ,1,0.5,Attchd,1995.0,1.0,3,839,0.5,0.5,Y,236,46,0,0,0,0,0,8,2008,WD,Normal,350000
655,656,160,RM,21.0,1680,Pave,1.0,Lvl,1.0,Inside,1.0,BrDale,Norm,Norm,Twnhs,2Story,0.5555555555555556,0.4444444444444444,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,0.5,0.5,CBlock,0.5,0.5,0.0,0.0,0,0.0,0,525,525,GasA,0.5,1.0,SBrkr,525,567,0,1092,0,0,1,1,3,1,0.5,6,Typ,0,-1.0,Detchd,1971.0,0.0,1,264,0.5,0.5,Y,0,0,0,0,0,0,0,3,2010,WD,Family,88000
656,657,20,RL,72.0,10007,Pave,0.6666666666666666,Lvl,1.0,Inside,1.0,NAmes,Norm,Norm,1Fam,1Story,0.4444444444444444,0.6666666666666666,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,0.75,0.5,CBlock,0.5,0.5,0.0,0.8,806,0.0,0,247,1053,GasA,1.0,1.0,SBrkr,1053,0,0,1053,1,0,1,1,3,1,0.75,5,Typ,0,-1.0,Attchd,1959.0,0.5,1,312,0.5,0.5,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,145500
657,658,70,RL,60.0,7200,Pave,1.0,HLS,1.0,Inside,0.5,Crawfor,Norm,Norm,1Fam,2Story,0.6666666666666666,0.5555555555555556,1931,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,0.5,0.25,BrkTil,0.75,0.5,0.0,0.0,0,0.0,0,776,776,GasA,0.5,1.0,SBrkr,851,651,0,1502,0,0,1,1,3,1,0.5,6,Typ,1,0.75,Attchd,1931.0,0.5,1,270,0.5,0.5,P,0,0,112,0,0,0,0,2,2008,WD,Normal,149000
658,659,50,RL,78.0,17503,Pave,1.0,Lvl,1.0,Inside,1.0,NAmes,Artery,Norm,1Fam,1.5Fin,0.5555555555555556,0.4444444444444444,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.5,0.5,CBlock,0.5,0.5,0.0,0.0,0,0.0,0,912,912,GasA,0.5,1.0,SBrkr,912,546,0,1458,0,1,1,0,3,1,0.5,6,Typ,1,0.75,Attchd,1948.0,0.0,1,330,0.5,0.5,Y,192,0,0,0,0,0,0,1,2010,WD,Abnorml,97500
659,660,20,RL,75.0,9937,Pave,1.0,Lvl,1.0,Corner,1.0,Edwards,Norm,Norm,1Fam,1Story,0.4444444444444444,0.6666666666666666,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,0.5,0.75,PConc,0.5,0.5,0.0,0.6,637,0.0,0,849,1486,GasA,1.0,1.0,SBrkr,1486,0,0,1486,1,0,1,0,3,1,0.5,7,Typ,0,-1.0,Detchd,1968.0,1.0,2,480,0.5,0.5,Y,0,0,0,0,0,0,0,3,2009,WD,Normal,167000
660,661,60,RL,69.0,12384,Pave,1.0,Lvl,1.0,CulDSac,1.0,NWAmes,Norm,Norm,1Fam,2Story,0.6666666666666666,0.6666666666666666,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,0.5,0.5,CBlock,0.75,0.5,0.0,0.0,0,0.0,0,793,793,GasA,0.5,1.0,SBrkr,1142,793,0,1935,0,0,2,1,3,1,0.5,7,Typ,1,0.5,Attchd,1976.0,0.5,2,550,0.5,0.5,Y,0,113,252,0,0,0,0,11,2007,WD,Normal,197900
661,662,60,RL,52.0,46589,Pave,0.3333333333333333,Lvl,1.0,CulDSac,1.0,NoRidge,Norm,Norm,1Fam,2Story,0.7777777777777778,0.6666666666666666,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,0.75,0.5,PConc,0.75,0.75,0.0,1.0,1361,0.4,180,88,1629,GasA,1.0,1.0,SBrkr,1686,762,0,2448,1,0,2,1,4,1,0.75,8,Typ,1,0.5,Attchd,1994.0,0.5,3,711,0.5,0.5,Y,517,76,0,0,0,0,0,7,2009,WD,Normal,402000
662,663,20,RL,120.0,13560,Pave,1.0,Lvl,1.0,Corner,1.0,NAmes,Norm,Norm,1Fam,1Story,0.5555555555555556,0.2222222222222222,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,0.5,0.5,CBlock,0.25,0.25,0.0,0.0,0,0.0,0,1392,1392,GasA,0.75,1.0,SBrkr,1392,0,0,1392,1,0,1,0,2,1,0.5,5,Maj2,2,0.5,Attchd,1968.0,0.5,2,576,0.5,0.5,Y,0,0,240,0,0,0,0,7,2009,WD,Normal,110000
663,664,85,RL,90.0,10012,Pave,1.0,Lvl,1.0,Inside,1.0,Edwards,Norm,Norm,1Fam,SFoyer,0.3333333333333333,0.4444444444444444,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,0.5,0.5,CBlock,0.75,0.5,0.6666666666666666,0.6,920,0.4,180,38,1138,GasA,0.5,1.0,SBrkr,1181,0,0,1181,1,0,2,0,3,1,0.5,6,Typ,0,-1.0,Detchd,1974.0,0.5,2,588,0.5,0.5,Y,0,0,180,0,0,0,0,4,2008,WD,Normal,137500
664,665,20,RL,49.0,20896,Pave,0.3333333333333333,Lvl,1.0,CulDSac,1.0,Somerst,RRAn,Norm,1Fam,1Story,0.7777777777777778,0.4444444444444444,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.75,0.5,PConc,1.0,0.5,0.3333333333333333,1.0,1721,0.0,0,356,2077,GasA,1.0,1.0,SBrkr,2097,0,0,2097,1,0,1,1,1,1,1.0,8,Typ,1,1.0,Attchd,2005.0,1.0,3,1134,0.5,0.5,Y,192,267,0,0,0,0,0,1,2006,New,Partial,423000
665,666,60,RL,106.0,11194,Pave,0.6666666666666666,Lvl,1.0,Corner,1.0,Gilbert,Norm,Norm,1Fam,2Story,0.7777777777777778,0.4444444444444444,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,0.75,0.5,PConc,0.75,0.5,0.0,0.0,0,0.0,0,1406,1406,GasA,1.0,1.0,SBrkr,1454,482,0,1936,0,0,2,1,3,1,0.75,7,Typ,1,0.5,Attchd,2000.0,0.5,2,504,0.5,0.5,Y,188,124,0,0,0,0,0,11,2006,WD,Normal,230500
666,667,60,RL,69.0,18450,Pave,0.6666666666666666,Lvl,1.0,Inside,1.0,NAmes,Norm,Norm,1Fam,2Story,0.5555555555555556,0.4444444444444444,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,0.5,0.75,CBlock,0.75,0.5,0.0,0.2,187,0.4,723,111,1021,GasA,0.5,1.0,SBrkr,1465,915,0,2380,0,0,2,1,3,1,0.5,7,Sev,1,0.0,CarPort,1965.0,0.0,2,596,0.5,0.5,Y,0,265,0,0,0,0,0,8,2007,WD,Abnorml,129000
667,668,20,RL,65.0,8125,Pave,1.0,Lvl,1.0,Inside,1.0,SawyerW,Norm,Norm,1Fam,1Story,0.5555555555555556,0.4444444444444444,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,0.5,0.5,PConc,0.75,0.5,0.0,1.0,1138,0.0,0,270,1408,GasA,1.0,1.0,SBrkr,1679,0,0,1679,1,0,2,0,3,1,0.75,7,Typ,1,0.25,Attchd,1994.0,0.5,2,575,0.5,0.5,Y,224,42,0,0,0,0,0,10,2008,WD,Normal,193500
668,669,20,RL,69.0,14175,Pave,1.0,Bnk,1.0,Corner,0.5,Sawyer,Norm,Norm,1Fam,1Story,0.4444444444444444,0.5555555555555556,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,0.5,0.5,CBlock,0.5,0.5,0.0,0.4,988,0.0,0,200,1188,GasA,0.75,1.0,SBrkr,1437,0,0,1437,1,0,1,1,3,1,0.5,6,Min2,1,0.5,Detchd,1999.0,0.0,2,576,0.5,0.5,Y,304,0,0,0,0,0,0,11,2006,WD,Normal,168000
669,670,30,RL,80.0,11600,Pave,1.0,Lvl,1.0,Inside,1.0,Crawfor,Norm,Norm,1Fam,1Story,0.3333333333333333,0.4444444444444444,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.5,0.5,BrkTil,0.25,0.5,0.0,0.0,0,0.0,0,700,700,GasA,1.0,1.0,SBrkr,1180,0,0,1180,0,0,1,0,2,1,0.25,5,Typ,1,0.75,Detchd,1922.0,0.0,1,252,0.5,0.25,Y,0,0,67,0,0,0,0,7,2006,WD,Normal,137500
670,671,60,RL,64.0,8633,Pave,1.0,Lvl,1.0,FR2,1.0,CollgCr,Norm,Norm,1Fam,2Story,0.5555555555555556,0.4444444444444444,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.75,0.5,PConc,0.75,0.5,0.0,1.0,193,0.0,0,545,738,GasA,1.0,1.0,SBrkr,738,738,0,1476,1,0,2,1,3,1,0.75,7,Typ,0,-1.0,Attchd,2005.0,1.0,2,540,0.5,0.5,Y,100,35,0,0,0,0,0,2,2009,WD,Normal,173500
671,672,70,RH,54.0,6629,Pave,1.0,Lvl,1.0,Inside,1.0,Edwards,Artery,Norm,1Fam,2Story,0.5555555555555556,0.5555555555555556,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.5,0.75,BrkTil,0.5,0.5,0.0,0.6,551,0.0,0,121,672,GasA,0.5,0.0,SBrkr,697,672,0,1369,1,0,2,0,3,1,0.5,6,Typ,0,-1.0,Detchd,1930.0,0.0,1,300,0.5,0.5,Y,147,0,0,0,0,0,0,7,2009,WD,Normal,103600
672,673,20,RL,69.0,11250,Pave,0.6666666666666666,Lvl,1.0,Inside,1.0,Veenker,Norm,Norm,1Fam,1Story,0.5555555555555556,0.5555555555555556,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,0.75,0.5,CBlock,0.75,0.5,0.0,0.8,767,0.0,0,441,1208,GasA,0.5,1.0,SBrkr,1208,0,0,1208,1,0,1,1,3,1,0.5,6,Typ,1,0.5,Attchd,1977.0,0.5,2,546,0.5,0.5,Y,198,42,0,0,0,0,0,6,2006,WD,Normal,165000
673,674,20,RL,110.0,14442,Pave,1.0,Lvl,1.0,Inside,1.0,Crawfor,Norm,Norm,1Fam,1Story,0.5555555555555556,0.6666666666666666,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,0.5,0.5,PConc,0.5,0.5,0.0,1.0,1186,0.0,0,291,1477,GasA,1.0,1.0,SBrkr,1839,0,0,1839,1,0,2,0,3,1,0.75,7,Typ,2,0.5,Attchd,1957.0,1.0,2,416,0.5,0.5,Y,0,87,0,0,200,0,0,6,2007,WD,Normal,257500
674,675,20,RL,80.0,9200,Pave,1.0,Lvl,1.0,Inside,1.0,NAmes,Norm,Norm,1Fam,1Story,0.5555555555555556,0.5555555555555556,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,0.5,0.5,CBlock,0.5,0.5,0.0,0.4,892,0.0,0,244,1136,GasA,0.5,1.0,SBrkr,1136,0,0,1136,1,0,1,0,3,1,0.5,5,Typ,1,0.75,Attchd,1965.0,0.5,1,384,0.5,0.5,Y,426,0,0,0,0,0,0,7,2008,WD,Normal,140000
675,676,160,RL,24.0,2289,Pave,1.0,Lvl,1.0,Inside,1.0,NPkVill,Norm,Norm,Twnhs,2Story,0.5555555555555556,0.5555555555555556,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,0.5,0.5,CBlock,0.5,0.5,0.0,0.8,311,0.0,0,544,855,GasA,0.5,1.0,SBrkr,855,586,0,1441,0,0,2,1,3,1,0.5,7,Typ,1,0.5,Attchd,1978.0,0.0,2,440,0.5,0.5,Y,28,0,0,0,0,0,0,4,2009,WD,Normal,148500
676,677,70,RM,60.0,9600,Pave,1.0,Lvl,1.0,Inside,1.0,OldTown,Norm,Norm,1Fam,2Story,0.3333333333333333,0.1111111111111111,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,0.5,0.5,BrkTil,0.5,0.25,0.0,0.0,0,0.0,0,1095,1095,GasW,0.25,0.0,SBrkr,1095,679,0,1774,1,0,2,0,4,2,0.5,8,Min2,0,-1.0,2Types,1920.0,0.0,3,779,0.25,0.25,N,0,0,90,0,0,0,0,5,2006,WD,Normal,87000
677,678,30,RL,52.0,9022,Pave,1.0,Lvl,1.0,Inside,1.0,OldTown,Norm,Norm,1Fam,1Story,0.4444444444444444,0.7777777777777778,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.75,0.5,BrkTil,0.5,0.5,0.0,0.0,0,0.0,0,768,768,GasA,1.0,1.0,SBrkr,792,0,0,792,0,0,1,0,2,1,0.75,5,Typ,0,-1.0,Detchd,1924.0,0.0,1,240,0.25,0.25,N,316,0,120,0,0,0,0,5,2009,WD,Normal,109500
678,679,20,RL,80.0,11844,Pave,0.6666666666666666,Lvl,1.0,Inside,1.0,StoneBr,Norm,Norm,1Fam,1Story,0.7777777777777778,0.4444444444444444,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,0.75,0.5,PConc,1.0,0.5,0.3333333333333333,0.0,0,0.0,0,2046,2046,GasA,1.0,1.0,SBrkr,2046,0,0,2046,0,0,2,1,3,1,0.75,7,Typ,1,0.75,Attchd,2008.0,1.0,3,834,0.5,0.5,Y,322,82,0,0,0,0,0,7,2009,New,Partial,372500
679,680,20,RL,69.0,9945,Pave,0.6666666666666666,Lvl,1.0,Inside,1.0,Sawyer,Norm,Norm,1Fam,1Story,0.4444444444444444,0.4444444444444444,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,0.5,0.5,CBlock,0.5,0.5,0.0,0.4,827,0.0,0,161,988,GasA,0.5,1.0,SBrkr,988,0,0,988,1,0,1,0,3,1,0.5,5,Typ,0,-1.0,Detchd,1963.0,0.0,2,572,0.5,0.5,Y,0,0,0,0,0,0,0,10,2007,WD,Normal,128500
680,681,120,RL,50.0,8012,Pave,1.0,Lvl,1.0,Inside,1.0,SawyerW,Norm,Norm,TwnhsE,1Story,0.5555555555555556,0.4444444444444444,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,0.5,0.5,CBlock,0.75,0.5,0.0,0.6,543,0.6,119,261,923,GasA,0.5,1.0,SBrkr,923,0,0,923,0,0,2,0,2,1,0.5,5,Typ,1,0.5,Attchd,1980.0,0.5,1,264,0.5,0.5,Y,80,0,0,0,0,0,0,5,2010,WD,Normal,143000
